TF,target,importance
HCLS1,CDC42,3.861908844
RPS4X,RGL2,3.861813166
PKM,INPP5K,3.861743142
RIOK2,SLC38A2,3.861679139
CUX1,LEPROT,3.861664992
CEBPD,COQ2,3.861643783
PQBP1,INTS10,3.861627083
FOSB,PHACTR2,3.861585791
KLF2,LRRC25,3.861556341
YWHAE,NAP1L1,3.861538532
TFEC,HDHD5,3.861338548
SIRT6,MCCC2,3.861231573
SMAP2,STX2,3.861145581
HMGA1,GAR1,3.861081849
ZNF551,ZNF550,3.861022256
CAT,TRIM38,3.86095677
YWHAE,RHOA,3.860865017
TCF4,STAP1,3.860674154
FOS,CHCHD2,3.860634896
ANXA1,DMXL2,3.860393168
NFATC3,STARD3NL,3.860373994
BCL6,CD14,3.860314459
TSN,TLDC1,3.860271963
KLF13,VARS,3.860137681
SPI1,SLC8A1,3.860104968
KLF4,DNAJB6,3.860080609
PRDX5,ELOA-AS1,3.860044297
ZNF696,AL031714.1,3.860019667
XBP1,CPXM1,3.859951252
YBX1,MAPRE2,3.859831675
IKZF1,CPPED1,3.859789455
ZNF708,OAS2,3.859782529
HIRIP3,RFX5,3.859758486
TPI1,DENND1A,3.859619632
RBM3,ATRAID,3.859596756
RXRA,RPS29,3.859485432
CEBPB,CCT6A,3.859335722
TFEC,MCCC2,3.859244822
CEBPB,CSNK1A1,3.859221866
HNRNPH3,ADAM19,3.859089873
SOD1,RAB8A,3.859088782
RXRA,ANP32A,3.85906036
ZNF830,AASDHPPT,3.85883416
THAP12,PYCR3,3.858782744
IKZF1,ANKRD11,3.858771199
RELA,PIP5K1A,3.858708956
DNMT1,MPV17,3.858707588
RXRA,PPP2R5E,3.858653135
ZNF383,HIST2H2AC,3.858594878
YBX1,HLA-E,3.858493127
RAN,DNAJC15,3.858467653
REL,SMOX,3.858364703
PRDX5,STRIP2,3.858341798
RBM3,HNRNPH1,3.858333405
HOXA10,VDR,3.858151799
KLF4,ARHGEF2,3.858148242
SOD1,RPL13A,3.858078897
ID2,CELF2,3.858011179
TFEC,TET2,3.857981864
HIVEP3,LPIN2,3.857975171
SNRPB2,NCL,3.857911407
ZBTB38,PRRC2C,3.85789696
H2AFY,STK24,3.857869131
ZKSCAN3,AC008764.8,3.857866693
NNT,MBD3,3.85786635
ZNF621,MC1R,3.85785396
ZNF683,SELENOM,3.857842289
MAFB,RBM3,3.857692619
HCLS1,GRSF1,3.857613687
ENO1,KRAS,3.857562915
CEBPB,UBL3,3.857520837
KDM4A,DZANK1,3.857464543
ENO1,CHMP2A,3.857445717
CEBPB,FES,3.857264413
RBM3,ZNF33A,3.857220664
FOS,UBP1,3.857176811
ANXA1,BZW1,3.857171382
FOS,PRPF38A,3.857148176
NAP1L1,CNTLN,3.857124077
KLF2,CAPZB,3.85694374
ZNF786,KARS,3.856870173
ZNF581,FAM98C,3.856864139
SFPQ,TOMM22,3.8568414
P4HB,AHCY,3.856706824
ZNF195,MFSD12,3.856679051
RPL6,INTS6,3.856662724
RUFY3,NAP1L1,3.856476994
ZNF385A,ASAP1,3.856473249
TCF7L2,DDX5,3.856453236
BCL11A,TULP4,3.856444292
CTNNB1,TTC37,3.856416767
PRDX5,MYL6,3.856169996
H1FX,PPP5D1,3.856093923
RPS4X,HSP90AA1,3.856093888
CNOT3,TRIM16L,3.856035578
ETS1,SYNE1,3.856008132
DR1,CBL,3.855997632
SPAG7,NDRG2,3.855989654
GRHPR,SREK1IP1,3.855962115
BCLAF1,SECISBP2,3.855959146
LRRFIP1,ARID2,3.855956523
SPAG7,CD74,3.855930669
EGR3,TTI1,3.855928372
CAT,MPHOSPH6,3.855925047
IRF7,LGALS9,3.855907466
RXRA,IQSEC1,3.855738602
TPI1,GNB1,3.855720844
MXD1,MOCS2,3.855695516
PKM,ATP6V1D,3.855692963
MAF,CD28,3.855635866
IRF3,FNIP2,3.85548548
CEBPB,PHF20L1,3.855471048
MAFB,ARHGEF40,3.855397525
JUND,OS9,3.855346235
JUNB,SON,3.855269553
ZNF790,AC005842.1,3.855196748
RPL6,GRN,3.855135768
YBX1,CCDC88A,3.855093917
JUND,RIF1,3.85505485
IRF4,PPIB,3.85496482
SREBF2,BRD3,3.854948271
MAF,DUSP16,3.854806389
ADARB1,BACH2,3.85475355
TPI1,HLA-F,3.854674326
IKZF1,RHBDD1,3.854635779
SEMA4A,WDR83OS,3.854539768
RUNX2,HSD17B4,3.854513978
FOXJ2,DNAJC5,3.854433283
NFYA,CPSF2,3.854363642
YBX1,PSMB4,3.854349482
ETV7,NTAN1,3.854306786
ANXA1,RASSF4,3.854246498
ZEB2,MT-CO3,3.854120939
SF1,CKS1B,3.854109209
LEF1,LINS1,3.853906598
SFT2D1,WIPI2,3.85385904
H2AFY,SSR3,3.853841026
ZBTB7A,PTP4A3,3.853677231
KLF4,CACNA2D4,3.853636559
ZEB2,PATJ,3.853564917
ZBTB7A,FMNL2,3.853456298
JUN,ARFRP1,3.853447714
C19orf25,ZNF527,3.853412249
TCF7L2,PMVK,3.853369219
FOXP1,MTSS1,3.853300962
HHEX,CD247,3.853297805
ZNF529,PHF19,3.853287629
RBM3,PNN,3.853273908
CEBPA,NBN,3.853207331
MAFB,STK3,3.85309806
SPI1,MTMR3,3.853070566
MEF2C,ZCCHC7,3.853069478
LMO2,MIR22HG,3.85301087
CEBPB,VPS25,3.853009786
MAFB,RPS29,3.852983908
SPI1,EFCAB14,3.852983678
H2AFY,CHMP1B,3.852948903
FOS,DGKZ,3.852946264
TFEC,FCGR1B,3.852941657
ZNF225,SECTM1,3.852925192
PQBP1,PIGB,3.852757738
KLF4,FAM133B,3.85271502
BCL11A,CSF2RB,3.852709588
ZBTB16,DIP2A,3.852638005
SPIB,KMT5B,3.852562619
YWHAZ,CLU,3.852516241
SEMA4A,SHC1,3.852435723
CNOT3,ZNF626,3.852349053
H2AFY,U2SURP,3.85224819
IRF4,PHB2,3.852164816
RELA,MCM3AP,3.852119859
RPS6KA5,CBX4,3.852078137
DAB2,C19orf33,3.851959421
H2AFY,COMMD8,3.851932716
RELB,GMFB,3.851893317
KLF6,PLA2G7,3.85179846
RPS10,CD3D,3.851768293
ZBTB38,HLA-A,3.851706995
YY1,YIPF2,3.85161074
ZNF385A,CD4,3.851600203
HES4,TMEM165,3.851574329
SMAP2,MRPL41,3.851564319
CEBPD,AK2,3.851481844
HNRNPLL,KCTD1,3.851420319
ZNF140,A2M-AS1,3.851419356
ZEB2,RAB14,3.851316232
ZNF10,TIGIT,3.85123625
JDP2,RNASEK,3.851212859
ZNF248,DIP2C,3.851164917
H2AFY,PSMB5,3.851133706
TPI1,UQCR10,3.85105314
DBP,OAS1,3.850845399
PPARG,PATL1,3.850834896
RPS10,BEX3,3.850829165
ZHX3,AC005076.1,3.850818497
RPL6,PARVB,3.850810981
SEMA4A,EIF4H,3.850739986
ENO1,KCNQ1,3.850619744
STAT1,LINC00309,3.850503045
CEBPA,PSMB3,3.85049355
MXD1,ZDHHC14,3.850480962
ZFHX3,HACD4,3.850430842
ZNF385A,C1D,3.850375965
ZBTB39,ARHGEF11,3.850292632
LRRFIP1,MXD4,3.850167822
DUSP22,CTTN,3.850134001
GRHL1,RGS10,3.850119614
CANX,IL6R,3.850003715
E2F3,SH3BGRL2,3.849754517
ANXA1,ADPGK,3.849752571
HOXB4,RAD23A,3.8496809
BACH1,ZNF385A,3.849677636
SPI1,RAB1A,3.849561267
CEBPB,STRN4,3.849558508
LMO2,LGALS8,3.8495394
ZNF385A,MARF1,3.849521017
ZNF79,BX323046.1,3.849505991
CERS6,TMEM69,3.849451489
ZNF706,ZNF385A,3.849446026
RPL6,CD7,3.849402737
RPS4X,MRPL52,3.849300142
RBM3,BSG,3.8492961
ADNP,BX284668.5,3.849287069
ZNF652,PPP2R5C,3.849279337
ESRRA,ARPC1A,3.849206789
ZEB2,LILRA6,3.849139016
KLF6,PLBD1,3.849020348
CEBPD,SLC16A5,3.848881437
ATF4,CCDC167,3.848752625
YWHAE,GM2A,3.848730083
FOS,CD2,3.84870107
TCF4,HECTD4,3.848445017
CTCF,HIGD1A,3.848424458
LMO2,HSPA6,3.848421234
CEBPB,LAMTOR3,3.848360498
H2AFY,FUBP1,3.848345222
CEBPD,SLC2A3,3.848304758
ZNF706,RFTN1,3.848271779
ZFHX3,RSAD2,3.848257666
BCLAF1,FAAP20,3.848236514
MEF2C,SAV1,3.848209967
SNAPC4,FAM111A,3.848198515
CEBPD,BST2,3.848153683
ZBTB5,HARS,3.848138091
SFT2D1,TMEM62,3.848011611
BCL11A,SIVA1,3.847861254
YWHAE,POLR2B,3.847849039
ZNF684,NAT8L,3.847755361
ZNF577,AL137077.2,3.847724441
ENO1,BSG,3.847684527
MAGOH,ZFP14,3.847671587
RPS4X,XPA,3.847651508
FOXO1,AC007381.1,3.847570055
ENO1,B3GAT3,3.847518346
ENO1,CNOT2,3.847293645
NELFA,LMBRD1,3.847142777
RXRA,BICD2,3.84714206
SRBD1,TRPC4AP,3.847121011
NR1H3,SYMPK,3.84709395
KLF10,HEBP1,3.846952089
SPI1,HAVCR2,3.84693999
TCF7L2,MARCKS,3.846939858
PKM,GORASP1,3.84691508
FOS,SYNE3,3.846896072
ETS2,COMMD9,3.846870005
NFE2,CD36,3.846713236
ZEB2,BST2,3.846688986
HNRNPC,SOD2,3.846684768
H2AFY,CTNNB1,3.846682517
ENO1,CDK16,3.84655399
ARID5B,HELLS,3.846519372
TSN,ELP6,3.846400867
HIVEP1,AKT2,3.846266662
UBP1,ELMSAN1,3.846245701
ZEB2,BIN1,3.846199195
ZNF579,TSC22D2,3.846188339
MEF2C,SOWAHD,3.846150136
SPIB,GSTK1,3.846148792
HTATIP2,INF2,3.84609655
P4HB,ACTR1A,3.845935354
RXRA,RGS12,3.845934456
ID2,ATF7,3.84592855
SFPQ,MDM4,3.845875412
POLE4,AC068282.1,3.845870613
RPL6,CLEC1B,3.845759568
CEBPA,CHRAC1,3.845715295
KLF4,RNF44,3.845677455
BCL11A,DAPK2,3.84560813
GFI1B,TST,3.845608124
IRF5,CTNNA1,3.845513193
ZNF706,MAPKAPK3,3.845459969
FOXP3,PRDM1,3.84545483
P4HB,CARS2,3.845427237
SMAP2,PLEKHA8,3.845372067
H2AFZ,DCAF15,3.845363775
MTF1,MUC20-OT1,3.845306482
SEMA4A,SLC35B1,3.845220209
POU2F2,SEC62,3.845213547
BHLHE40,TPP1,3.845176176
ZNF599,SLC4A5,3.845157055
ILF2,TPGS2,3.845089142
ANXA1,USP48,3.844935532
HP1BP3,CDC37,3.844880964
TPI1,RPS6KA1,3.844851061
ZFY,ANK3,3.844807237
RPL6,EZR,3.844762669
FOS,GCH1,3.844686263
RXRA,SUCLG1,3.844636593
MAFB,SLC38A1,3.84461946
H2AFY,APH1A,3.84461328
RBM8A,PSMA6,3.844564585
MEF2C,PRDM2,3.844414049
HSPA5,PTAR1,3.844350672
ZNF91,LSM2,3.844346828
FOSB,RIPK1,3.84428
TCF7,SLC38A1,3.844151411
VPS72,TPPP3,3.844141103
NAP1L1,AVEN,3.844135736
CEBPB,SOD1,3.844122083
HNRNPC,LARP1,3.8440395
LRRFIP1,CNIH4,3.844038233
CHD2,ANKRD44,3.843957497
NR4A1,MOB3A,3.84390832
CAT,FIBP,3.843876813
ZNF696,GZMK,3.843762406
BATF3,CCT3,3.843732824
FOSB,RIPOR1,3.843692251
MBTPS2,PSMC2,3.843565515
CEBPD,TCIRG1,3.843548325
FOS,FAM129A,3.843481461
KLRG1,POLR2L,3.843474602
RPS4X,RANBP1,3.843370254
TFDP2,APOBEC3G,3.843341068
LYL1,UNC119,3.843310698
ANXA1,GABARAPL1,3.843220233
MAFB,HEXB,3.843204248
LMO2,TSPAN32,3.843203468
ZEB2,LRRK2,3.84319321
ZNF581,MRNIP,3.843163042
CEBPD,LILRA5,3.843153058
ZNF48,GPR171,3.843096428
CEBPD,CIDEB,3.843077072
LRRFIP1,DBNL,3.842967623
CUX1,SAMSN1,3.842920595
CEBPA,STMP1,3.842883514
YBX1,MTIF3,3.842807691
CEBPD,GATAD2B,3.842744697
NFE2L2,MLLT1,3.842628887
SMAP2,GIMAP8,3.842597531
LMO2,LAMP2,3.842573775
GADD45A,RPA1,3.842554654
GABPA,GMPR,3.842533408
KLF10,NCOA4,3.842444258
NFE2L1,HSPA4,3.842418596
CREB3L2,PLD4,3.842176487
RPL6,ATL3,3.842164972
TCF3,PARP1,3.842045059
ENO1,EIF2AK1,3.842041648
CEBPD,TARS,3.841889495
CANX,STK17B,3.841842932
ARID5B,IGHD,3.84181093
ANXA11,TSPYL2,3.841796175
FOXN3,ZNF213,3.841593652
TCEAL2,MORN3,3.841551297
H2AFZ,TRBC2,3.84136122
FOS,INAFM2,3.840908148
NME1,FGFBP2,3.840865193
DEAF1,TSPAN18,3.840813852
MIXL1,RASGRP3,3.840796335
ZNF580,SREBF1,3.840727075
CAT,RAB32,3.840716611
KLF6,IDH3B,3.840649701
HNRNPH3,FMNL2,3.840621539
TAGLN2,BTK,3.840613557
POLE4,GUSB,3.840585412
ZCCHC17,TRGV4,3.840556634
ZNF483,AC058791.1,3.840531487
ZNF780B,PPP1R14B,3.84034406
UQCRB,HLA-A,3.840307863
CREB3L2,PACSIN1,3.840272788
PHF12,LAG3,3.840192708
KLF4,TMEM156,3.840075291
CAT,TMEM230,3.839915776
CEBPA,RB1CC1,3.839897174
SEMA4A,POU2F2,3.839801405
KLF6,WDPCP,3.839775037
YWHAZ,WIPI2,3.839731206
ENO1,MAPK1IP1L,3.839690956
RPL6,MGAT1,3.839522679
E2F2,C8orf58,3.839504461
KLRG1,SLFN12L,3.839483987
H2AFY,MSL1,3.839448953
RAB18,DCK,3.839435176
CAT,ATP5MPL,3.839232539
CREBL2,HEBP1,3.839168051
CAT,AC007952.4,3.839148954
ZNF548,AC243830.1,3.839083699
RPS4X,FAM162A,3.839078839
STAT4,FKBP11,3.839055093
RAB18,IKBIP,3.838977455
TAL1,MDM1,3.838880895
PDS5A,PCNT,3.838778458
CANX,SELENOF,3.838725916
H2AFY,TNRC18,3.838718408
KDM5D,MAF,3.838710482
LMO2,CAPG,3.838707651
CAT,RSF1,3.83857765
CEBPA,ABRACL,3.838570235
KLF6,ADAM17,3.838529776
MEIS1,SMIM5,3.838467833
MBD2,PDLIM5,3.838443437
RORA,AC007114.1,3.838443093
RPS4X,PLEKHA1,3.838437567
NCOR2,ERGIC2,3.838369244
ATF4,TAF9,3.838322768
PLAGL2,DDX21,3.838317085
RPL6,NUBP2,3.838260602
FOSB,GOLGA7,3.838240245
CSNK2B,AP3M1,3.838235396
RUNX2,UCP2,3.838203899
LRRFIP1,PSMB5,3.837928752
TAF7,HABP4,3.837918291
ESRRA,FAM45A,3.837830118
APEX1,RPS3A,3.837738954
PDS5A,MFNG,3.83768981
ZNF514,ATRX,3.837661059
ZNF710,MARK4,3.837658717
CREB5,PER1,3.837636914
H2AFY,DYNC1LI1,3.837609193
SFPQ,FUNDC2,3.837535284
ZBTB7B,DPYD,3.837500529
USF1,UBAP2L,3.837481127
RPS4X,THEM4,3.837436087
ENO1,XRN2,3.837378653
MYLK,F11R,3.837370805
MEF2C,RBM6,3.837327995
GADD45A,GRAP2,3.837225994
MEF2C,TSPAN3,3.837191836
TFEC,TFE3,3.837163873
ZMAT2,TMEM173,3.837000461
LRRFIP1,LYZ,3.836987462
ZNF766,SPIDR,3.836964854
ZNF544,ATXN2L,3.836958468
ZSCAN9,CD22,3.836897139
YBX1,GGNBP2,3.836892411
ANXA1,RUNX1,3.836863012
FOS,EIF2AK1,3.836827389
SALL2,C16orf87,3.836773696
SPI1,CYSTM1,3.836703381
LRRFIP1,THAP2,3.836584221
ZNF613,GABBR1,3.836526259
KLF6,NRG1,3.836506894
ELK1,RIOK2,3.836428299
RREB1,GIT2,3.836390045
GTF2A1,IL1B,3.836347422
SPI1,CES1,3.836321877
TPI1,SF3B4,3.836289149
HADHB,TOM1,3.83622365
ZNF626,SLC25A15,3.836179318
RPL6,PDLIM1,3.836115892
LMO2,HAVCR2,3.836114963
BCL11B,GPR82,3.836059729
DEAF1,FAM214A,3.835928487
ZNF687,AL390036.1,3.83590148
ANXA1,CD33,3.835853424
HMGB2,KPNA2,3.835841032
ZNF366,TPPP3,3.835761621
HNRNPC,PNKD,3.83574309
KLF6,YPEL5,3.835713416
H2AFY,NR4A2,3.835611447
RPP25,KATNA1,3.83555127
PKM,ABRACL,3.835540946
JDP2,TIMP2,3.835521558
P4HB,ACIN1,3.83539971
SPI1,ACER3,3.835293624
SNRPB2,ATAD2B,3.835286313
GTF3A,PSMB9,3.835218508
MYBL1,SH2D1A,3.835090386
POU6F1,CCDC7,3.835036187
EOMES,FASLG,3.834963215
NR3C1,TEP1,3.834942557
AHR,CEBPG,3.834924748
ZNF503,TREM1,3.834915285
HMGA1,VCP,3.834910931
KLF6,TOMM20,3.83490901
P4HB,TMEM14C,3.834875208
PIK3C3,RRAGD,3.834859676
SMAD3,GNPTAB,3.834833552
ZEB2,ATG12,3.834820246
ZBTB2,SOD2,3.834798282
RPS4X,ARAP1,3.834716193
NR3C1,EID2,3.834711375
PDLIM5,RAB10,3.834654854
FOXP1,ARSK,3.834550513
SRP9,ARID3A,3.834541473
CREB5,IRS2,3.834518598
CTCF,CADM4,3.83448664
TCF7L2,CDIP1,3.834429516
ZNF385A,SPAG1,3.834423131
ENO1,TRPS1,3.834365278
ZNF467,STX10,3.834297198
MYCL,YIF1B,3.834171537
ZNF8,ZHX1-C8orf76,3.834157194
RPL6,SRP68,3.834143162
SPI1,NIPBL,3.834120172
JDP2,RARA-AS1,3.834092782
CEBPA,BRD7,3.834053919
NR4A1,09-Sep,3.834037835
FOSB,TFE3,3.834033905
NAP1L1,COX7A2,3.833883024
CREB5,ANXA1,3.833782047
MAFB,PPM1G,3.833774742
MAF,MESP1,3.833770626
LRRFIP1,MTCH1,3.833756176
BCL11A,TMEM160,3.833733167
FOS,SNX18,3.833712564
RPS10,ZNF860,3.833687611
SFPQ,CFL1,3.833677947
YWHAE,CLTA,3.833645151
YBX1,SND1,3.833644335
RFC2,FBXO3,3.833611338
TCF7,CXXC5,3.833550396
POU2F2,NFE2L2,3.83352537
KLF3,EIF4H,3.833408393
TCF4,NCL,3.833374655
ETV7,OAS2,3.833316055
YBX1,ABRAXAS2,3.833303404
ZNF555,BCL2A1,3.83317331
CEBPD,SNTB1,3.833124957
RAD21,C9orf78,3.833102505
SPI1,PEPD,3.833098736
GTF2I,SLC7A11,3.832939379
MYCL,CCNI,3.832935995
SPIB,LUC7L3,3.832917233
RAB7A,LAMP2,3.832767703
BAX,TC2N,3.832747033
HES4,TSHZ2,3.832746768
CREB5,PNPLA2,3.832718107
BCL11A,SLC41A2,3.832673765
LRRFIP1,UBXN4,3.83260165
MAGOH,COMMD2,3.832575209
KLF2,SUPT20H,3.832541253
FOS,BAG6,3.832539529
RORA,TNRC6A,3.832367859
NPDC1,CLK1,3.832354482
HES6,VIL1,3.832310523
ENO1,STX4,3.832294865
SPIB,ADK,3.832265124
ETFB,TMEM259,3.832217108
FOSL2,PGD,3.832160064
TAGLN2,KCNK6,3.832120686
ZNF600,REC8,3.83206671
ENO1,COPZ1,3.832041742
SPI1,DDB1,3.831957843
AHR,GGA3,3.831936945
TPI1,ANAPC11,3.831777615
RXRA,HMGN2,3.831748611
ZBTB39,POLG,3.831607022
ZNF90,FAM241B,3.831582512
ZEB2,SBF2,3.831580473
ZEB2,TMEM199,3.831389207
FUBP1,FCGR1A,3.831379175
H2AFZ,TUBA1B,3.831369843
LRRFIP1,PWWP2B,3.831322613
ZEB2,RPS6KA4,3.831317126
FOSB,STX3,3.831294082
SMAD4,ITPRIPL2,3.831168772
SEMA4A,TAGLN2,3.831132643
ZBTB43,SYAP1,3.831089727
FOXP4,CBFA2T3,3.831033486
CEBPA,ERP44,3.830928166
SCX,PNOC,3.830903593
LMO2,SQLE,3.830890468
H2AFY,RNF111,3.830859317
RORA,NFATC3,3.830791036
TFEC,ARL10,3.830778336
SEMA4A,LAMTOR3,3.830569253
UBXN1,RBMS1,3.83053544
TIMM8A,SCN9A,3.830440494
H2AFY,ARHGAP27,3.830321377
RPL6,COPS9,3.830290987
RPL35,EML4,3.830173277
SPI1,MICAL2,3.8301595
ARNT,STAM2,3.830143316
HIST2H2AB,PRPF19,3.830130348
CERS2,F11R,3.830098563
ZBTB16,FGFBP2,3.830047939
ZNF706,LIMD1,3.830037871
TRIP10,APP,3.830035208
NAP1L1,TLR1,3.829994939
SPI1,PSMC1,3.829982855
HNRNPC,ELF1,3.829949104
SPI1,ZNF33A,3.829939565
TBX21,RORA,3.829911533
SFT2D1,PLXNC1,3.82988282
ZNF366,LTV1,3.82987899
RPL35,YWHAB,3.829789728
HMGB1,HMGN2,3.829777923
HDX,AC093525.6,3.829662331
RPL6,ADSL,3.82961418
ZNF837,ZSCAN16-AS1,3.829594592
YWHAZ,EMP3,3.829584344
CEBPD,SERINC1,3.82958364
ID2,RBP7,3.829492775
YBX1,NCOR2,3.829375044
YBX1,PRKX,3.829344522
MAFB,PLAGL1,3.829322443
PRDM11,LYAR,3.829290987
VEZF1,LINC02361,3.82921786
JUNB,TMSB4X,3.829183869
RXRA,WSB1,3.829080054
JUND,S100A11,3.829023661
HIF1A,LLPH,3.828912574
KDM2A,TSTD2,3.828880136
ENO1,CD300LB,3.828878204
RAN,ATP5F1A,3.828834381
CAT,SP2,3.828816003
RXRA,AGPAT3,3.828805862
ZNF696,SOCS1,3.828796581
SFPQ,SNRPE,3.828727501
H2AFZ,SF3B6,3.828721625
JUND,RIPOR2,3.828712111
RPL6,SBNO1,3.828698741
ZKSCAN3,CCDC92,3.828666085
KLF4,TMEM263,3.828652148
KLF4,BCL2L13,3.828646737
ENO1,DPYD,3.828623029
SOX5,FCRL3,3.828478619
CEBPD,AVL9,3.828397701
RELA,ZNF316,3.828374787
HSF1,ZNF160,3.828293167
PRDM1,CPNE5,3.828249774
ZNF385A,DPH3,3.82824674
ANXA1,RNF125,3.828114307
FOS,SREK1,3.82810383
HIST1H2BN,POLR3GL,3.828079012
KLF4,SERTAD1,3.828068168
RPS4X,MRPL11,3.827990798
RUNX2,GON4L,3.827965021
E4F1,SKP2,3.827934661
ZBTB43,AKR7A2,3.827900222
YBX1,UPF2,3.827765049
SFPQ,NIFK,3.827730886
ZNF563,GCC2,3.827650929
RAB2A,LRPPRC,3.827649963
ATF4,RBM39,3.827637576
RPL6,TSPAN9,3.827630628
KLF10,OSGIN2,3.827527978
LMO2,ALDOA,3.827524709
CEBPA,MRPS33,3.827521302
TPI1,GABARAPL2,3.827501297
ZNF652,RRBP1,3.827435746
HMG20B,NUMB,3.827421582
ZNF791,PHLDA3,3.827353715
SND1,TRAM2,3.827270908
ZNF467,HEXB,3.827203755
MEF2C,CEPT1,3.827143284
ODC1,SWAP70,3.827052062
KLF6,PCTP,3.826992809
TFEC,ATXN1,3.826981152
PATZ1,ZEB1,3.826953741
RAN,RPL29,3.82673922
CEBPB,BCL2L11,3.826709955
RPS4X,NDUFA3,3.82662182
FOSB,SCML1,3.826604351
SMAD5,MYL5,3.826384282
ODC1,NFE2,3.826355416
SPI1,SRRM2,3.826350582
KLF4,TTC7A,3.826257631
YY1,LIAS,3.826197085
GIT2,AC097504.2,3.826177486
LMO2,EPN1,3.82607487
RNF114,FCGR1B,3.826054791
THAP1,TTI2,3.82598564
ATF4,EIF2S2,3.825931688
IKZF1,GNGT2,3.825923444
NAP1L1,AMD1,3.825855711
NAP1L1,CALM2,3.825664104
HES1,HES4,3.825662652
NAP1L1,ARRB1,3.825578365
SNAPC5,OAS3,3.825572705
MAFB,NLRC4,3.825556091
STAT5B,IFI35,3.825525666
CYCS,VBP1,3.825510629
HNRNPA1,NUDT1,3.825407736
KLF7,MLLT3,3.825305572
MEF2C,ERP44,3.82525638
ZKSCAN1,ELP4,3.825219317
KLF6,SLC24A4,3.825149666
RPL6,PSMC3,3.825075646
ASCC1,KMO,3.825062838
TBX21,NAA20,3.824992376
TIA1,ARL17B,3.824972247
NFE2L3,KYNU,3.824963643
CYCS,CCT6B,3.82491964
IRF7,LIMD1,3.824907914
UBB,ALG2,3.824893527
EOMES,CLIC1,3.824746281
YBX1,CLK1,3.824709775
ZXDB,AC005332.7,3.824547595
STAT2,ZC3H13,3.824491256
ZDHHC24,NUDT1,3.824461511
GATA3,HELB,3.824161594
TAGLN2,AGBL5,3.824074705
ENO1,IGHD,3.823965683
ZNF385A,LINC00937,3.82395881
JUNB,NBR1,3.823873412
NFIA,FGD6,3.823865281
FOS,KDM4B,3.823852486
IRF7,CD164,3.823817493
UQCRB,LIMD2,3.823813938
E2F4,SLFN12,3.823786588
NAP1L1,CD53,3.823765876
KLF2,SLC25A1,3.82373867
VDR,PTCRA,3.823736544
FOS,RHOU,3.82371803
ZSCAN16,SNRNP35,3.823695124
CEBPD,MAP3K20,3.823645889
FOSL2,LPCAT2,3.823639699
HCLS1,GRK2,3.82359602
PBX2,ZUP1,3.823526077
FOSB,TMEM167B,3.823494139
FOS,GRK3,3.823452072
FOXO4,ZEB1,3.823432842
MAFG,STYXL1,3.823362595
LRRFIP1,NBEAL2,3.823297351
JUND,PGS1,3.823216959
KLF6,ACSL4,3.823186586
RPS4X,APEX2,3.823177738
H2AFY,LPGAT1,3.823107961
ENO1,C4orf48,3.822988129
TRAF4,PDCD2,3.822961604
RBM3,MAPKAP1,3.822877784
KLF6,CD33,3.822862963
MEIS1,CCL5,3.822862069
SMAD4,SQOR,3.822746409
RPL6,CLEC10A,3.822743585
TCF3,SPIB,3.822649113
HMGB1,HIF1A,3.82261134
KLRG1,NFATC3,3.822562142
ARNT,FAM174A,3.822493328
RAN,RFNG,3.82247639
BCLAF1,HNRNPDL,3.822400734
POLR3G,PAAF1,3.82239964
RBM3,NLN,3.822395799
PDLIM5,TRAPPC4,3.822345441
FOS,PLPBP,3.822336616
FOS,SFXN5,3.822230659
MAF,EOMES,3.822162547
ELF1,SORL1,3.822155307
NFE2L1,TP53INP2,3.821995559
ZNF841,ZNF780B,3.821988088
KLF4,NFKB1,3.821952834
ZCCHC17,HGS,3.821934283
RBM3,TIMM13,3.821913225
CEBPB,PHTF2,3.821854706
ANXA1,ATAD2B,3.821804931
TIMELESS,UBE2S,3.821798939
ETFB,TUBB,3.821612784
CANX,PLBD1,3.821505117
ZNF831,ZMYM2,3.821461359
LRRFIP1,ARHGEF11,3.821409325
NR4A2,PUM1,3.821357695
CEBPB,CHN2,3.821355362
ZNF131,TRPS1,3.821347271
LMO2,TRIM26,3.821260459
RBPJ,AC012485.3,3.82118209
SF1,METTL21A,3.821176552
GTF2I,TIMM13,3.821146331
TFDP1,RC3H1,3.821116896
NR4A2,FCGR2A,3.821083882
SMAP2,EPB41L3,3.821079879
HES4,HOMER2,3.82097496
SUCLG1,ITGAX,3.820970997
CEBPB,SSH1,3.820924648
UQCRB,C9orf85,3.820902207
GFI1B,RDH11,3.820875165
TCF7L2,FAM126A,3.820866641
FOS,NOP53,3.820735653
ENO1,CMTM6,3.820691041
UBP1,MNT,3.820548536
ZFP3,FAM8A1,3.820524353
RAB7A,VCL,3.820488951
CEBPA,SLC7A7,3.82047627
ZNF384,FADS3,3.820443409
IRF1,ITGAL,3.820303539
KLF4,SMS,3.820301045
H2AFY,PISD,3.820284991
TCF4,NUDT12,3.820237093
UBB,CYBC1,3.820200327
DBP,SVIP,3.82018183
CBFB,ASB8,3.820083536
CREB5,MIEF1,3.820054755
RUNX2,TUBB6,3.820054115
YBX1,PNOC,3.820008222
PAX5,GSTK1,3.819870179
ZNF667,SUV39H1,3.819869205
H2AFY,FAM210B,3.819866119
ZNF844,STOM,3.819774223
RPL35,ETFB,3.819737547
